,activity,group,CMPD_CHEMBLID,exp
619,2.85,train,CHEMBL1212983,3.4100001000000004
620,3.11,train,CHEMBL2086659,3.5
621,4.07,train,CHEMBL2087844,3.8
622,2.59,train,CHEMBL1329237,3.3699999
623,0.81,train,CHEMBL1972934,1.1900001
624,3.76,train,CHEMBL140642,3.0
625,3.9,train,CHEMBL914,0.41999999
626,4.1,train,CHEMBL1631472,1.59
627,1.72,train,CHEMBL389348,0.18000001
628,3.02,train,CHEMBL132293,1.09
629,3.44,train,CHEMBL416,1.97
630,1.68,train,CHEMBL1818341,1.9
631,3.21,train,CHEMBL1289114,2.55
632,0.7,train,CHEMBL1626156,2.98
633,1.92,train,CHEMBL193240,3.95
634,3.76,train,CHEMBL151592,1.09
635,2.82,train,CHEMBL1288960,-0.40000001
636,2.3,train,CHEMBL2207657,3.0
637,3.8,train,CHEMBL62746,0.36000001
638,1.4,train,CHEMBL1180267,0.50999999
639,2.86,train,CHEMBL243978,3.27
640,0.8,train,CHEMBL550904,3.6099999
641,1.7,train,CHEMBL1952147,2.1900001
642,1.71,train,CHEMBL33,-0.34999999
643,2.6,train,CHEMBL595,2.8
644,2.14,train,CHEMBL516441,4.0500002
645,3.5,train,CHEMBL480618,1.75
646,0.59,train,CHEMBL1940296,1.99
647,1.34,train,CHEMBL446519,1.6
648,2.73,train,CHEMBL237888,2.0
649,1.4,train,CHEMBL521851,3.3
650,2.08,train,CHEMBL473967,1.3200001
651,2.11,train,CHEMBL2171037,1.7
652,0.44,train,CHEMBL2335887,2.78
653,2.78,train,CHEMBL2158782,2.54
654,2.99,train,CHEMBL235851,3.3
655,1.39,train,CHEMBL2325736,2.2
656,0.49,train,CHEMBL1684984,1.2
657,3.15,train,CHEMBL414017,2.22
658,2.4,train,CHEMBL1917430,0.79000002
659,2.82,train,CHEMBL1783285,2.75
660,3.66,train,CHEMBL481400,2.3
661,1.7,train,CHEMBL519422,2.53
662,1.54,train,CHEMBL445102,2.25
663,1.7,train,CHEMBL2088094,3.6300001
664,1.31,train,CHEMBL256322,0.94999999
665,3.5,train,CHEMBL2164677,2.77
666,2.98,train,CHEMBL1209430,3.23
667,2.65,train,CHEMBL2171990,0.67000002
668,2.33,train,CHEMBL2346967,2.9000001
669,1.85,train,CHEMBL1502,2.0
670,3.3,train,CHEMBL586702,3.04
671,3.46,train,CHEMBL1950842,1.46
672,0.79,train,CHEMBL1345229,2.26
673,3.2,train,CHEMBL448483,3.0999999
674,1.3,train,CHEMBL1538897,3.4000001
675,2.7,train,CHEMBL2335881,1.86
676,0.66,train,CHEMBL1302214,0.98000002
677,2.79,train,CHEMBL480818,3.8900001
678,1.57,train,CHEMBL2171991,1.99
679,2.0,train,CHEMBL219445,4.04
680,3.8,train,CHEMBL2070940,2.0999999
681,2.07,train,CHEMBL1562923,2.5
682,3.2,train,CHEMBL1683934,2.1600001
683,3.24,train,CHEMBL2011924,2.6300001
684,1.2,train,CHEMBL2088121,-0.62
685,0.77,train,CHEMBL1870155,3.01
686,3.88,train,CHEMBL135,3.72
687,1.72,train,CHEMBL1405,3.4000001
688,-0.2,train,CHEMBL1778653,2.77
689,2.21,train,CHEMBL396043,4.369999900000002
690,2.8,train,CHEMBL331019,3.5999999
691,3.75,train,CHEMBL203854,3.24
692,0.11,train,CHEMBL380673,3.46
693,-1.03,train,CHEMBL2107486,2.0999999
694,-1.3,train,CHEMBL2087625,4.2600002
695,1.65,train,CHEMBL216749,2.7
696,2.88,train,CHEMBL1917450,-0.82999998
697,1.86,train,CHEMBL2151319,2.74
698,1.71,train,CHEMBL1778633,-0.58999997
699,-0.2,train,CHEMBL33899,3.8900001
700,0.99,train,CHEMBL1950860,2.8499999
701,1.14,train,CHEMBL101,0.44999999
702,3.8,train,CHEMBL1312533,2.79
703,3.47,train,CHEMBL1951032,2.4000001
704,0.9,train,CHEMBL1077458,2.9100001
705,3.9,train,CHEMBL2314198,2.75
706,2.7,train,CHEMBL1689128,1.21
707,3.56,train,CHEMBL1720347,1.52
708,2.04,train,CHEMBL1650732,1.91
709,1.25,train,CHEMBL213294,2.9400001
710,3.2,train,CHEMBL1715893,-1.4
711,1.6,train,CHEMBL1486187,2.0599999
712,0.37,train,CHEMBL1683036,2.3599999
713,0.0,train,CHEMBL2216902,2.9000001
714,2.82,train,CHEMBL61946,2.3
715,2.54,train,CHEMBL1907194,1.38
716,0.97,train,CHEMBL126,0.67000002
717,2.6,train,CHEMBL2086689,3.4000001
718,1.84,train,CHEMBL425300,2.9000001
719,0.64,train,CHEMBL301359,1.0
720,2.4,train,CHEMBL2325701,2.8
721,3.52,train,CHEMBL2059909,1.41
722,4.4,train,CHEMBL1807817,2.54
723,-0.15,train,CHEMBL1064,3.7
724,1.19,train,CHEMBL1689129,1.1
725,2.92,train,CHEMBL254370,2.1400001
726,1.02,train,CHEMBL1223457,3.1800001
727,3.44,train,CHEMBL184721,3.2
728,0.77,train,CHEMBL354788,1.2
729,3.8,train,CHEMBL561368,3.5699999
730,4.03,train,CHEMBL1464,0.86000001
731,1.32,train,CHEMBL173809,3.5999999
732,1.38,train,CHEMBL326642,2.6800001
733,3.01,train,CHEMBL389791,2.8299999
734,1.22,train,CHEMBL51,2.9000001
735,2.3,train,CHEMBL1796296,2.48
736,2.4,train,CHEMBL2163349,1.5
737,3.8,train,CHEMBL2335911,3.45
738,3.97,train,CHEMBL2179272,0.22
739,2.94,train,CHEMBL186422,1.3200001
740,3.1,train,CHEMBL452274,0.97000003
741,1.0,train,CHEMBL1700458,1.17
742,4.1,train,CHEMBL2158828,2.0
743,2.09,train,CHEMBL1978713,3.8499999
744,2.74,train,CHEMBL424378,1.9
745,2.52,train,CHEMBL2207672,2.8299999
746,3.4,train,CHEMBL1576727,2.9200001
747,1.73,train,CHEMBL2177390,1.3
748,3.0,train,CHEMBL2179666,-0.50999999
749,2.18,train,CHEMBL22033,1.8
750,4.02,train,CHEMBL2207285,3.6700001
751,1.4,train,CHEMBL2031227,2.73
752,2.3,train,CHEMBL2164685,3.2
753,3.7,train,CHEMBL1624529,0.30000001
754,1.39,train,CHEMBL1399152,2.5799999
755,3.2,train,CHEMBL1824030,0.51999998
756,2.08,train,CHEMBL2177608,1.11
757,2.66,train,CHEMBL250516,2.46
758,3.3,train,CHEMBL2321993,0.12
759,2.35,train,CHEMBL44227,3.6500001
760,1.0,train,CHEMBL1682967,2.75
761,0.52,train,CHEMBL1645501,1.41
762,3.24,train,CHEMBL2171024,1.23
763,2.78,train,CHEMBL1917426,1.84
764,1.6,train,CHEMBL250124,3.6099999
765,1.93,train,CHEMBL1198335,3.9000001
766,2.55,train,CHEMBL1683033,1.99
767,-0.03,train,CHEMBL2325991,1.8
768,2.96,train,CHEMBL454616,2.8
769,3.79,train,CHEMBL2326523,2.8800001
770,2.5,train,CHEMBL226906,1.15
771,3.65,train,CHEMBL2346974,3.2
772,1.38,train,CHEMBL1212988,2.53
773,3.5,train,CHEMBL393714,2.6099999
774,-0.04,train,CHEMBL404108,1.02
775,1.54,train,CHEMBL51781,2.72
776,3.19,train,CHEMBL1287891,0.76999998
777,1.28,train,CHEMBL1779045,2.24
778,1.7,train,CHEMBL1887445,3.2
779,1.5,train,CHEMBL514201,3.5999999
780,0.82,train,CHEMBL1824041,0.23
781,1.8,train,CHEMBL259515,1.13
782,1.58,train,CHEMBL1922267,2.8699999
783,2.88,train,CHEMBL500,-0.12
784,2.67,train,CHEMBL1650725,1.75
785,1.49,train,CHEMBL2335883,1.4
786,3.58,train,CHEMBL91863,2.8499999
787,2.39,train,CHEMBL593300,3.1099999
788,-0.84,train,CHEMBL205465,4.0700002
789,3.6,train,CHEMBL472618,2.5899999
790,3.2,train,CHEMBL1454,0.81
791,4.24,train,CHEMBL1089224,3.76
792,3.33,train,CHEMBL2086656,3.9000001
793,2.5,train,CHEMBL1809228,4.0999998999999985
794,3.14,train,CHEMBL2164678,3.0
795,1.61,train,CHEMBL391565,1.72
796,1.66,train,CHEMBL2207654,3.02
797,1.61,train,CHEMBL217354,3.4400001
798,1.66,train,CHEMBL325681,2.4100001
799,0.07,train,CHEMBL2179280,1.6799999
800,3.22,train,CHEMBL1271394,3.21
801,-0.92,train,CHEMBL364069,0.69999999
802,2.63,train,CHEMBL569720,1.92
803,3.49,train,CHEMBL495383,3.8299999
804,0.07,train,CHEMBL1779014,3.76
805,2.38,train,CHEMBL1951081,2.8199999
806,3.41,train,CHEMBL1538857,2.3
807,3.75,train,CHEMBL1289926,3.8
808,0.6,train,CHEMBL2094541,1.4
809,-0.58,train,CHEMBL420857,2.8599999
810,1.69,train,CHEMBL1934420,0.80000001
811,-0.1,train,CHEMBL2035035,1.7
812,1.33,train,CHEMBL128506,1.71
813,3.36,train,CHEMBL430854,2.5999999
814,3.14,train,CHEMBL219861,2.1400001
815,2.12,train,CHEMBL1809200,3.5
816,1.93,train,CHEMBL2177614,0.58999997
817,1.45,train,CHEMBL1312643,1.34
818,0.92,train,CHEMBL73151,2.73
819,-0.4,train,CHEMBL607,1.4
820,2.83,train,CHEMBL2164850,3.4400001
821,1.26,train,CHEMBL456985,2.23
822,0.89,train,CHEMBL1224140,2.0799999
823,1.4,train,CHEMBL69863,2.1099999
824,3.07,train,CHEMBL1241590,0.44
825,2.87,train,CHEMBL2335876,2.78
826,3.85,train,CHEMBL2163583,2.99
827,2.57,train,CHEMBL533154,1.39
828,2.5,train,CHEMBL211631,0.49000001
829,2.54,train,CHEMBL1535,0.76999998
830,-0.3,train,CHEMBL468297,3.1500001
831,1.6,train,CHEMBL2325732,2.4000001
832,2.6,train,CHEMBL1809191,2.8199999
833,0.39,train,CHEMBL2207660,3.6600001
834,1.14,train,CHEMBL2035034,1.7
835,1.3,train,CHEMBL460,1.54
836,3.1,train,CHEMBL2035031,1.7
837,1.8,train,CHEMBL2362258,1.3099999
838,0.9,train,CHEMBL71917,3.5
839,2.6,train,CHEMBL1458496,2.98
840,2.1,train,CHEMBL2062581,2.6500001
841,0.75,train,CHEMBL1541257,2.3299999
842,1.6,train,CHEMBL505521,1.85
843,0.44,train,CHEMBL1955881,3.3
844,2.7,train,CHEMBL369684,1.26
845,1.9,train,CHEMBL2335912,3.46
846,2.42,train,CHEMBL2177155,3.25
847,2.33,train,CHEMBL1916082,0.79000002
848,4.28,train,CHEMBL1605684,3.2
849,1.98,train,CHEMBL2178371,1.3
850,0.79,train,CHEMBL1458025,2.7
851,3.7,train,CHEMBL2171027,0.66000003
852,2.48,train,CHEMBL100391,2.25
853,3.2,train,CHEMBL284954,2.79
854,1.86,train,CHEMBL92484,1.5700001
855,0.01,train,CHEMBL264026,2.0
856,0.4,train,CHEMBL1499,1.4
857,1.73,train,CHEMBL393501,3.8
858,2.97,train,CHEMBL1222443,2.0699999
859,3.78,train,CHEMBL2335904,3.2
860,0.63,train,CHEMBL2153173,3.24
861,2.7,train,CHEMBL1916283,1.2
862,3.22,train,CHEMBL184271,3.1900001
863,0.8,train,CHEMBL2164744,0.76999998
864,3.6,train,CHEMBL1940279,3.8800001
865,1.47,train,CHEMBL631,1.72
866,4.4,train,CHEMBL1303766,-0.2
867,3.12,train,CHEMBL2036782,2.21
868,3.82,train,CHEMBL20210,2.8
869,1.6,train,CHEMBL2336331,3.75
870,4.1,train,CHEMBL277474,0.11
871,2.85,train,CHEMBL2179668,-1.03
872,1.87,train,CHEMBL1349,-1.3
873,4.13,train,CHEMBL1949685,1.65
874,2.31,train,CHEMBL2011908,2.8800001
875,0.23,train,CHEMBL392559,1.45
876,1.9,train,CHEMBL760,1.86
877,0.67,train,CHEMBL2158834,1.71
878,-0.2,train,CHEMBL1385161,-0.2
879,0.33,train,CHEMBL452861,0.99000001
880,2.09,train,CHEMBL324343,1.14
881,3.2,train,CHEMBL379350,2.0
882,2.23,train,CHEMBL1468936,3.8
883,3.71,train,CHEMBL1778627,-0.81
884,1.18,train,CHEMBL1762521,3.47
885,2.7,train,CHEMBL2170985,0.89999998
886,4.2,train,CHEMBL91428,3.9000001
887,4.26,train,CHEMBL567175,2.7
888,3.58,train,CHEMBL1916083,-0.54000002
889,3.27,train,CHEMBL2335865,3.5599999
890,-0.97,train,CHEMBL384536,2.04
891,0.99,train,CHEMBL313907,1.25
892,2.71,train,CHEMBL2059910,1.58
893,-1.36,train,CHEMBL1809062,3.2
894,2.94,train,CHEMBL2035039,1.6
895,0.44,train,CHEMBL1824040,0.37
896,0.91,train,CHEMBL569,0.0
897,3.6,train,CHEMBL515839,2.8199999
898,3.76,train,CHEMBL2207655,2.54
899,1.18,train,CHEMBL789,0.97000003
900,2.76,train,CHEMBL51931,2.5999999
901,2.0,train,CHEMBL235789,1.84
902,1.72,train,CHEMBL443684,0.63999999
903,3.51,train,CHEMBL273235,2.4000001
904,3.21,train,CHEMBL1270671,3.52
905,2.71,train,CHEMBL2152906,4.4000001
906,2.63,train,CHEMBL11336,1.8200001
907,0.79,train,CHEMBL2315158,1.9
908,4.23,train,CHEMBL1762,-0.15000001
909,-0.73,train,CHEMBL550777,1.1900001
910,3.25,train,CHEMBL1163879,2.9200001
911,2.53,train,CHEMBL554169,1.02
912,2.28,train,CHEMBL2062564,3.4400001
913,4.2,train,CHEMBL561339,0.76999998
914,3.48,train,CHEMBL1682810,3.8
915,1.9,train,CHEMBL1536083,4.0300002
916,3.53,train,CHEMBL1950730,1.3200001
917,3.38,train,CHEMBL60066,1.38
918,2.23,train,CHEMBL1927039,3.01
919,3.01,train,CHEMBL403813,1.22
920,3.38,train,CHEMBL2086688,2.3
921,1.9,train,CHEMBL430507,2.4000001
922,2.16,train,CHEMBL1762536,3.8
923,2.48,train,CHEMBL87277,3.97
924,3.9,train,CHEMBL878,1.64
925,0.68,train,CHEMBL499864,2.9400001
926,1.63,train,CHEMBL1610495,3.0999999
927,2.97,train,CHEMBL2325622,1.0
928,1.3,train,CHEMBL1081627,4.0999998999999985
929,3.0,train,CHEMBL198497,2.0899999
930,4.05,train,CHEMBL453261,2.74
931,1.86,train,CHEMBL2325987,2.4000001
932,3.34,train,CHEMBL518760,2.52
933,1.88,train,CHEMBL1917444,1.01
934,2.6,train,CHEMBL1916281,1.21
935,0.79,train,CHEMBL1917418,2.1800001
936,2.88,train,CHEMBL556667,3.4000001
937,2.2,train,CHEMBL1481,1.73
938,2.79,train,CHEMBL1938681,3.0
939,2.48,train,CHEMBL559696,2.1800001
940,3.0,train,CHEMBL2087853,4.02
941,1.96,train,CHEMBL567,3.5999999
942,2.15,train,CHEMBL2071095,1.4
943,3.3,train,CHEMBL256711,2.3
944,1.1,train,CHEMBL1682830,3.7
945,1.46,train,CHEMBL1649771,1.39
946,0.46,train,CHEMBL402553,2.8699999
947,1.24,train,CHEMBL1645105,3.2
948,0.7,train,CHEMBL2023704,2.0799999
949,3.1,train,CHEMBL2164682,2.6600001
950,0.13,train,CHEMBL1734492,3.3
951,0.78,train,CHEMBL1683038,2.3499999
952,2.7,train,CHEMBL2030443,1.0
953,0.22,train,CHEMBL213495,0.51999998
954,0.85,train,CHEMBL1483,3.24
955,3.7,train,CHEMBL565755,2.4000001
956,1.36,train,CHEMBL1644358,2.78
957,3.2,train,CHEMBL284237,1.6
958,3.2,train,CHEMBL79537,1.9299999
959,3.26,train,CHEMBL274642,2.55
960,1.62,train,CHEMBL1807872,-0.029999999
961,2.24,train,CHEMBL2036737,2.96
962,3.59,train,CHEMBL1347379,3.79
963,3.8,train,CHEMBL72683,2.5
964,1.5,train,CHEMBL1946017,3.6500001
965,1.1,train,CHEMBL1083642,1.38
966,3.6,train,CHEMBL2088259,3.5
967,3.12,train,CHEMBL202314,-0.039999999
968,2.9,train,CHEMBL2152074,1.54
969,3.18,train,CHEMBL499520,3.1900001
970,2.26,train,CHEMBL1229059,1.28
971,-0.5,train,CHEMBL1444,1.7
972,1.19,train,CHEMBL218713,3.5999999
973,-0.21,train,CHEMBL205627,1.5
974,0.2,train,CHEMBL1871428,0.81999999
975,1.5,train,CHEMBL1340633,1.8
976,4.03,train,CHEMBL8953,3.3800001
977,1.2,train,CHEMBL257176,1.58
978,2.88,train,CHEMBL95925,2.8800001
979,2.97,train,CHEMBL1070,3.0599999
980,2.84,train,CHEMBL2169908,2.6700001
981,2.67,train,CHEMBL1950721,1.49
982,4.2,train,CHEMBL333685,1.5
983,1.21,train,CHEMBL33227,3.5799999
984,3.75,train,CHEMBL1706173,2.8699999
985,2.38,train,CHEMBL488084,2.3900001
986,3.07,train,CHEMBL1535688,-0.83999997
987,1.94,train,CHEMBL1231206,3.5999999
988,3.49,train,CHEMBL1718949,3.7
989,1.47,train,CHEMBL1824043,0.89999998
990,3.62,train,CHEMBL38688,3.2
991,3.4,train,CHEMBL1770475,4.2399998
992,3.0,train,CHEMBL2086684,3.3299999
993,2.34,train,CHEMBL122617,2.5
994,1.26,train,CHEMBL1513816,3.1400001
995,0.62,train,CHEMBL2326624,1.61
996,3.6,train,CHEMBL340450,1.66
997,0.45,train,CHEMBL1242565,1.66
998,2.98,train,CHEMBL2031168,0.07
999,2.5,train,CHEMBL1405928,3.22
1000,2.89,train,CHEMBL62136,4.5
1001,2.52,train,CHEMBL1087399,2.26
1002,1.7,train,CHEMBL640,-0.92000002
1003,0.8,train,CHEMBL373339,1.74
1004,2.76,train,CHEMBL1995326,2.6300001
1005,3.1,train,CHEMBL184347,3.49
1006,3.61,train,CHEMBL441225,1.5
1007,2.7,train,CHEMBL1258166,0.07
1008,2.0,train,CHEMBL113187,2.3800001
1009,0.2,train,CHEMBL73243,3.4100001000000004
1010,2.0,train,CHEMBL211456,-1.15
1011,-0.16,train,CHEMBL2163586,3.75
1012,1.97,train,CHEMBL2031164,0.60000002
1013,2.46,train,CHEMBL406852,-0.57999998
1014,0.99,train,CHEMBL1172928,1.6900001
1015,3.42,train,CHEMBL1951893,2.6700001
1016,3.8,train,CHEMBL2164675,-0.1
1017,0.08,train,CHEMBL2326686,1.33
1018,0.9,train,CHEMBL1209655,3.3599999
1019,0.95,train,CHEMBL2325707,1.9
1020,2.7,train,CHEMBL188369,3.1400001
1021,0.87,train,CHEMBL2331749,2.1199999
1022,2.59,train,CHEMBL1951916,1.9299999
1023,3.0,train,CHEMBL1950854,1.45
1024,1.68,train,CHEMBL47406,0.92000002
1025,2.3,train,CHEMBL403963,-0.40000001
1026,2.63,train,CHEMBL669,2.8299999
1027,0.44,train,CHEMBL109244,1.26
1028,2.72,train,CHEMBL345937,-1.1
1029,3.45,train,CHEMBL2171040,0.88999999
1030,2.2,train,CHEMBL2104888,2.8
1031,3.4,train,CHEMBL1077827,1.4
1032,1.52,train,CHEMBL300982,3.0699999
1033,1.44,train,CHEMBL219098,2.8699999
1034,-1.25,train,CHEMBL1824606,3.8499999
1035,2.03,train,CHEMBL1218,2.5699999
1036,2.51,train,CHEMBL121,2.5
1037,4.1,train,CHEMBL193200,2.54
1038,3.1,train,CHEMBL1433131,2.6600001
1039,1.75,train,CHEMBL72,1.24
1040,1.84,train,CHEMBL2179269,-0.30000001
1041,3.6,train,CHEMBL1945033,-0.07
1042,2.03,train,CHEMBL147405,1.6
1043,3.58,train,CHEMBL2325713,2.5999999
1044,-0.92,train,CHEMBL2164746,0.38999999
1045,1.57,train,CHEMBL1523918,1.14
1046,1.52,train,CHEMBL1529080,1.3
1047,2.2,train,CHEMBL291666,3.0999999
1048,1.1,train,CHEMBL2010849,1.8
1049,1.7,train,CHEMBL611,0.89999998
1050,1.72,train,CHEMBL2086692,2.5999999
1051,3.75,train,CHEMBL81642,2.2
1052,0.62,train,CHEMBL167059,2.0999999
1053,2.77,train,CHEMBL1329874,2.8800001
1054,2.36,train,CHEMBL485618,2.4400001
1055,2.3,train,CHEMBL98345,0.75
1056,2.4,train,CHEMBL1088,1.6
1057,0.6,train,CHEMBL168484,0.44
1058,0.66,train,CHEMBL2178935,2.7
1059,3.36,train,CHEMBL1184126,1.9
1060,3.17,train,CHEMBL526098,2.4200001
1061,0.97,train,CHEMBL601719,2.3299999
1062,1.69,train,CHEMBL1784340,0.89999998
1063,2.22,train,CHEMBL130590,4.2800002
1064,3.37,train,CHEMBL1946616,1.98
1065,1.66,train,CHEMBL588001,0.79000002
1066,1.11,train,CHEMBL1459983,3.7
1067,0.92,train,CHEMBL2158831,2.48
1068,3.1,train,CHEMBL2348651,3.2
1069,1.0,train,CHEMBL1092926,1.86
1070,3.82,train,CHEMBL1829254,0.0099999998
1071,-1.45,train,CHEMBL24850,0.40000001
1072,1.99,train,CHEMBL2171023,1.73
1073,3.4,train,CHEMBL2059867,2.97
1074,1.94,train,CHEMBL1299863,3.78
1075,3.3,train,CHEMBL2165054,0.63
1076,3.3,train,CHEMBL2017974,2.7
1077,1.49,train,CHEMBL2058529,3.22
1078,3.0,train,CHEMBL612012,0.80000001
1079,2.74,train,CHEMBL488238,3.1900001
1080,2.34,train,CHEMBL421236,3.5999999
1081,2.8,train,CHEMBL1645135,1.47
1082,1.2,train,CHEMBL1813048,4.4000001
1083,3.43,train,CHEMBL336923,3.1199999
1084,1.82,train,CHEMBL850,-0.15000001
1085,2.09,train,CHEMBL1957266,3.8199999
1086,3.25,train,CHEMBL372361,1.6
1087,-0.86,train,CHEMBL47875,4.0999998999999985
1088,1.47,train,CHEMBL1650737,2.8499999
1089,3.1,train,CHEMBL1462105,1.87
1090,-1.28,train,CHEMBL419763,4.1300001
1091,2.5,train,CHEMBL149434,2.0999999
1092,2.7,train,CHEMBL49236,2.3099999
1093,2.66,train,CHEMBL12952,0.23
1094,2.55,train,CHEMBL1939752,3.02
1095,1.06,train,CHEMBL21342,1.9
1096,2.0,train,CHEMBL1778623,0.67000002
1097,1.91,train,CHEMBL1004,-0.2
1098,3.35,train,CHEMBL17357,0.33000001
1099,1.96,train,CHEMBL39058,2.0899999
1100,3.42,train,CHEMBL322019,3.2
1101,3.2,train,CHEMBL472,2.23
1102,2.75,train,CHEMBL249927,3.71
1103,2.65,train,CHEMBL1194666,1.1799999
1104,0.56,train,CHEMBL443239,2.7
1105,2.9,train,CHEMBL277148,2.54
1106,3.27,train,CHEMBL242818,2.0
1107,2.9,train,CHEMBL419742,4.1999998
1108,1.74,train,CHEMBL187007,4.2600002
1109,1.07,train,CHEMBL2147150,3.5799999
1110,0.6,train,CHEMBL2031466,1.5599999
1111,3.71,train,CHEMBL1080151,3.27
1112,2.1,train,CHEMBL1567984,0.30000001
1113,2.47,train,CHEMBL2111158,-0.97000003
1114,2.5,train,CHEMBL1224286,1.9299999
1115,0.66,train,CHEMBL266195,0.99000001
1116,2.46,train,CHEMBL2062582,2.71
1117,3.24,train,CHEMBL424,-1.36
1118,-0.46,train,CHEMBL1079428,2.9400001
1119,3.42,train,CHEMBL782,0.44
1120,1.52,train,CHEMBL2179275,0.91000003
1121,2.84,train,CHEMBL385240,3.5999999
1122,3.45,train,CHEMBL1835912,3.76
1123,1.7,train,CHEMBL564366,1.1799999
1124,0.49,train,CHEMBL430381,3.1099999
1125,1.38,train,CHEMBL198758,2.76
1126,4.21,train,CHEMBL109614,2.3199999
1127,2.68,train,CHEMBL101473,2.0
1128,3.3,train,CHEMBL2153188,1.72
1129,0.8,train,CHEMBL351231,3.51
1130,0.83,train,CHEMBL517544,3.5
1131,3.9,train,CHEMBL1209736,3.21
1132,2.98,train,CHEMBL1927707,2.71
1133,2.41,train,CHEMBL254129,2.6300001
1134,1.21,train,CHEMBL315985,0.79000002
1135,1.57,train,CHEMBL1529362,1.8
1136,3.5,train,CHEMBL1289682,4.23
1137,0.2,train,CHEMBL1539,-0.73000002
1138,2.82,train,CHEMBL180368,3.25
1139,-0.04,train,CHEMBL1650723,2.53
1140,3.37,train,CHEMBL226905,0.89999998
1141,-0.05,train,CHEMBL1323247,2.28
1142,0.54,train,CHEMBL2349335,4.1999998
1143,0.06,train,CHEMBL1626,3.48
1144,0.8,train,CHEMBL195329,1.9
1145,-0.53,train,CHEMBL1384203,3.53
1146,4.3,train,CHEMBL2179289,3.3800001
1147,0.7,train,CHEMBL1800657,2.23
1148,2.18,train,CHEMBL259081,3.01
1149,2.1,train,CHEMBL2207226,3.3699999
1150,3.5,train,CHEMBL1230165,1.29
1151,3.0,train,CHEMBL902,-0.60000002
1152,3.57,train,CHEMBL1939738,3.3800001
1153,-0.1,train,CHEMBL1951918,1.9
1154,-0.05,train,CHEMBL365614,1.9
1155,2.39,train,CHEMBL2207656,3.1500001
1156,2.71,train,CHEMBL70824,2.1600001
1157,2.98,train,CHEMBL1457701,1.97
1158,0.51,train,CHEMBL140453,2.78
1159,2.6,train,CHEMBL2087846,2.55
1160,2.69,train,CHEMBL2153174,3.9000001
1161,0.44,train,CHEMBL520902,0.68000001
1162,3.3,train,CHEMBL1213071,1.63
1163,3.22,train,CHEMBL41,1.92
1164,2.54,train,CHEMBL1079588,2.97
1165,3.67,train,CHEMBL167151,1.3
1166,-0.87,train,CHEMBL1084546,2.6300001
1167,3.59,train,CHEMBL370492,3.0
1168,2.81,train,CHEMBL1770298,4.0500002
1169,3.01,train,CHEMBL1089517,1.86
1170,3.27,train,CHEMBL10,3.3399999
1171,3.57,train,CHEMBL1934271,1.88
1172,3.9,train,CHEMBL1630123,2.5999999
1173,1.34,train,CHEMBL447183,0.79000002
1174,2.28,train,CHEMBL441093,2.8800001
1175,2.05,train,CHEMBL1682972,2.2
1176,1.64,train,CHEMBL1614705,1.79
1177,1.65,train,CHEMBL2151322,2.79
1178,0.05,train,CHEMBL2011942,2.48
1179,1.77,train,CHEMBL252083,3.0
1180,2.75,train,CHEMBL453629,1.96
1181,3.06,train,CHEMBL1575541,2.1500001
1182,3.42,train,CHEMBL1809067,3.3
1183,2.8,train,CHEMBL1223955,1.1
1184,2.61,train,CHEMBL551813,1.46
1185,2.47,train,CHEMBL1916261,0.46000001
1186,3.7,train,CHEMBL577458,1.24
1187,2.2,train,CHEMBL368473,0.69999999
1188,2.7,train,CHEMBL2010846,3.0999999
1189,1.56,train,CHEMBL154,0.13
1190,3.09,train,CHEMBL288470,0.77999997
1191,3.65,train,CHEMBL281066,2.7
1192,1.56,train,CHEMBL2178385,0.22
1193,3.3,train,CHEMBL563,0.85000002
1194,2.77,train,CHEMBL1809196,3.7
1195,1.0,train,CHEMBL2035025,1.3
1196,1.5,train,CHEMBL1778373,1.36
1197,1.51,train,CHEMBL2179279,1.37
1198,3.26,train,CHEMBL139088,3.2
1199,0.78,train,CHEMBL1779013,3.2
1200,2.51,train,CHEMBL1299619,3.26
1201,0.7,train,CHEMBL2062575,1.62
1202,0.6,train,CHEMBL2062574,2.24
1203,0.81,train,CHEMBL2163582,3.5899999
1204,0.23,train,CHEMBL8145,2.46
1205,2.0,train,CHEMBL65119,3.8
1206,3.29,train,CHEMBL1090089,1.5
1207,1.6,train,CHEMBL111660,1.1
1208,2.1,train,CHEMBL2180015,3.5999999
1209,0.98,train,CHEMBL540930,3.1199999
1210,1.18,train,CHEMBL66520,1.84
1211,2.0,train,CHEMBL1809195,2.9000001
1212,2.09,train,CHEMBL1574146,3.1800001
1213,1.69,train,CHEMBL2079220,1.04
1214,0.91,train,CHEMBL1964629,2.26
1215,2.58,train,CHEMBL1374798,-0.5
1216,1.6,train,CHEMBL320714,2.21
1217,2.61,train,CHEMBL1778365,0.94999999
1218,0.49,train,CHEMBL256963,1.1900001
1219,3.22,train,CHEMBL149324,-0.20999999
1220,-0.7,train,CHEMBL2035023,0.2
1221,1.89,train,CHEMBL16073,1.5
1222,-0.34,train,CHEMBL492112,4.0300002
1223,2.75,train,CHEMBL1909282,-0.22
1224,-0.26,train,CHEMBL519301,1.2
1225,1.37,train,CHEMBL2012204,2.8800001
1226,2.5,train,CHEMBL8232,0.58999997
1227,3.9,train,CHEMBL2151324,2.97
1228,2.03,train,CHEMBL557697,2.8399999
