,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,group,mol_id
1447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX664
1448,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,,train,TOX24389
1449,0.0,,,,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,train,TOX13664
1450,0.0,0.0,,0.0,1.0,1.0,,,0.0,0.0,1.0,,train,TOX662
1451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX24317
1452,0.0,0.0,1.0,0.0,,0.0,,,0.0,1.0,1.0,1.0,train,TOX17717
1453,,,,,,,,,,0.0,,,train,TOX17715
1454,,,,,,,,1.0,,0.0,,,train,TOX21269
1455,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX17712
1456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,train,TOX27950
1457,0.0,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,train,TOX409
1458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX401
1459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX400
1460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX402
1461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX407
1462,,,,,,,,,,0.0,,,train,TOX406
1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX6432
1464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX6436
1465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX14598
1466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,train,TOX5220
1467,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX5226
1468,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX14590
1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX2508
1470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX3109
1471,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX3102
1472,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,train,TOX26777
1473,,,,,,,,0.0,,0.0,,,train,TOX3101
1474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX6557
1475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX12532
1476,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,train,TOX26776
1477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX12535
1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train,TOX12536
1479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX12537
1480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX6558
1481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX29274
1482,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX25375
1483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX25376
1484,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX25377
1485,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,1.0,train,TOX25370
1486,0.0,0.0,0.0,,0.0,0.0,,1.0,1.0,,,1.0,train,TOX25371
1487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX25372
1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX25373
1489,0.0,0.0,1.0,,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,train,TOX26772
1490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX15620
1491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX14627
1492,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX14625
1493,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX25343
1494,0.0,,1.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,train,TOX14972
1495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,train,TOX1347
1496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX1344
1497,,,,,,,,0.0,,0.0,,,train,TOX6880
1498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX6881
1499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX6882
1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX12751
1501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX6888
1502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX6889
1503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX12759
1504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX9619
1505,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX1340
1506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train,TOX1341
1507,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train,TOX30037
1508,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX29271
1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX29270
1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX29273
1511,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX29272
1512,0.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,train,TOX29275
1513,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX26770
1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train,TOX26773
1515,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX29279
1516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX29278
1517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,train,TOX26779
1518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,train,TOX26778
1519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train,TOX22065
1520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX22061
1521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,train,TOX22060
1522,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX22063
1523,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX22062
1524,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX7933
1525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX4370
1526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX4376
1527,,,,,,,,0.0,,0.0,,,train,TOX1413
1528,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,train,TOX4018
1529,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX4015
1530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX4014
1531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX4012
1532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX21446
1533,,,,,,,,0.0,,0.0,,,train,TOX21442
1534,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,train,TOX21440
1535,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,train,TOX21441
1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX27134
1537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train,TOX27427
1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX27136
1539,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,train,TOX27425
1540,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,train,TOX27130
1541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX27423
1542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX27132
1543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX27133
1544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,train,TOX31542
1545,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,1.0,train,TOX31543
1546,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,train,TOX31540
1547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX31541
1548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX27138
1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX27139
1550,0.0,0.0,0.0,,,0.0,,1.0,0.0,1.0,1.0,0.0,train,TOX27428
1551,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX27429
1552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX5427
1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX5423
1554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX5422
1555,0.0,0.0,0.0,1.0,0.0,,,,,,0.0,0.0,train,TOX5421
1556,0.0,,,,,0.0,,1.0,0.0,0.0,1.0,1.0,train,TOX5429
1557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX3735
1558,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX3734
1559,0.0,,,,,0.0,,1.0,0.0,1.0,0.0,1.0,train,TOX4616
1560,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train,TOX31605
1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX31604
1562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX31607
1563,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX31606
1564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX31601
1565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX31600
1566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX31603
1567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX31602
1568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX9474
1569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX31609
1570,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX31608
1571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX5768
1572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX5764
1573,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,train,TOX5765
1574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train,TOX5761
1575,0.0,1.0,,,,1.0,,,1.0,1.0,1.0,,train,TOX5763
1576,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX24433
1577,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,train,TOX1421
1578,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX1427
1579,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX1426
1580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX25812
1581,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train,TOX1424
1582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,train,TOX9218
1583,0.0,0.0,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,train,TOX9210
1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX9211
1585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX12520
1586,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX9217
1587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX14365
1588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX24818
1589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX24819
1590,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,train,TOX28518
1591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX24812
1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX28516
1593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,train,TOX20657
1594,,,,,,,,0.0,,0.0,,,train,TOX28514
1595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX28513
1596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX28512
1597,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,train,TOX28511
1598,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,train,TOX24815
1599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX4442
1600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX25149
1601,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,1.0,,0.0,1.0,train,TOX17565
1602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX25147
1603,,,,,,,,0.0,,0.0,,,train,TOX25145
1604,,,,,,,,0.0,,0.0,,,train,TOX25144
1605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX25141
1606,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX25140
1607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX1121
1608,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,1.0,,train,TOX4447
1609,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX18700
1610,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,train,TOX4448
1611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX4449
1612,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX7116
1613,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX7113
1614,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX3353
1615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX3352
1616,0.0,1.0,0.0,0.0,,1.0,,,1.0,1.0,0.0,1.0,train,TOX3350
1617,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,train,TOX3356
1618,0.0,,,,,0.0,,,,,1.0,,train,TOX24762
1619,0.0,0.0,0.0,,,0.0,,1.0,,0.0,1.0,0.0,train,TOX24763
1620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train,TOX24764
1621,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX24765
1622,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,train,TOX24767
1623,0.0,1.0,1.0,,1.0,,0.0,,1.0,,1.0,1.0,train,TOX1848
1624,0.0,,0.0,,,0.0,,0.0,,0.0,,1.0,train,TOX1847
1625,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,train,TOX1841
1626,1.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,train,TOX1843
1627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX1842
1628,0.0,,0.0,,0.0,0.0,,1.0,,0.0,1.0,0.0,train,TOX23938
1629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX18877
1630,0.0,,1.0,,,0.0,,0.0,1.0,0.0,1.0,,train,TOX18876
1631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX18875
1632,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,train,TOX7388
1633,0.0,,,0.0,0.0,0.0,,,0.0,,1.0,,train,TOX6676
1634,,,,,,,,,,0.0,,,train,TOX15163
1635,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX15160
1636,,,,,,,,0.0,,0.0,,,train,TOX348
1637,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX349
1638,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,train,TOX342
1639,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX21270
1640,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,train,TOX341
1641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX21275
1642,0.0,,0.0,,,0.0,,1.0,0.0,,1.0,,train,TOX347
1643,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX344
1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX29069
1645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX29064
1646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX29065
1647,0.0,0.0,,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,train,TOX29066
1648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,train,TOX29067
1649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX29061
1650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX29063
1651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX25606
1652,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX1653
1653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train,TOX1654
1654,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,train,TOX25601
1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX22574
1656,0.0,0.0,1.0,1.0,,1.0,,0.0,0.0,0.0,1.0,0.0,train,TOX11089
1657,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,train,TOX25602
1658,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX8666
1659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX1657
1660,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,train,TOX8663
1661,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,train,TOX24369
1662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX22570
1663,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train,TOX14223
1664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX17626
1665,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX814
1666,0.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX5279
1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX27309
1668,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX27308
1669,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,train,TOX27307
1670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX27306
1671,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX27305
1672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX27304
1673,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX27303
1674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX541
1675,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,train,TOX20651
1676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX20652
1677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,train,TOX20653
1678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX20656
1679,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,train,TOX930
1680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,train,TOX543
1681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX1483
1682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX26438
1683,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,train,TOX26439
1684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX26437
1685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX26434
1686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,train,TOX26435
1687,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,train,TOX26432
1688,0.0,,,1.0,,0.0,,,0.0,,1.0,1.0,train,TOX26433
1689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX26430
1690,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX27426
1691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,train,TOX27135
1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX27424
1693,,,,,,,,0.0,,0.0,,,train,TOX27137
1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX27422
1695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,train,TOX27131
1696,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,train,TOX27420
1697,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX26051
1698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train,TOX26403
1699,0.0,,,,,0.0,,,,1.0,,0.0,train,TOX26054
1700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX26507
1701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX1212
1702,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,train,TOX1214
1703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,TOX1217
1704,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,train,TOX1219
1705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,train,TOX26505
1706,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,train,TOX31547
